Pos,Race No,Wave,Flag,Name,Time,Net Time,Category,Cat Pos,Gender,Gen Pos,Club,Country
9407,47008,G - Group 1,ZA,Vhonani MUNYAI,10:41:01,10:38:26,40-49,3712,Male,8099,WATERFALL AC,South Africa
9408,55695,M - Group 2,ZA,Andisiwe MTHATYANA,10:41:01,10:40:05,Senior,559,Female,1309,WATERFALL AC,South Africa
9409,26990,C - Group 1,ZA,Masilo METSING,10:41:03,10:40:35,40-49,3713,Male,8100,RUNNINGWITHSOLEAC,South Africa
9410,18794,J - Group 1,ZA,Petrus HLUNGWANI,10:41:03,10:36:35,40-49,3714,Male,8101,FOOTPRINT ATHLETICS CLUB,South Africa
9411,16468,M - Group 2,ZA,Sean DAVIDS,10:41:03,10:39:27,50-59,1478,Male,8102,RAVENSMEAD AC,South Africa
9412,10893,E - Group 1,ZA,Themba MOTHUPI,10:41:06,10:39:03,40-49,3715,Male,8103,TEAM VITALITY ATLETIC CLUB GN,South Africa
9413,41722,E - Group 1,ZA,Nathi MASEKO,10:41:06,10:39:18,40-49,3716,Male,8104,CITY OF MBOMBELA MARATHON CLUB,South Africa
9414,50377,G - Group 1,ZA,Andy SIBANYONO,10:41:06,10:37:25,50-59,1479,Male,8105,BUSH AC,South Africa
9415,16482,M - Group 2,ZA,Mpindeni USINGA,10:41:07,10:39:53,40-49,3717,Male,8106,TEAM VITALITY CLUB CG,South Africa
9416,15513,M - Group 2,ZA,Shirley MHLANGA,10:41:07,10:41:07,40-49,573,Female,1310,BENONI NORTHERNS AC,South Africa
9417,53314,P - Group 2,ZA,Clinton MCCABE,10:41:08,10:37:45,40-49,3718,Male,8107,ALEXANDRA AC,South Africa
9418,24698,L - Group 2,ZA,Ruan ROBERTS,10:41:08,10:40:48,40-49,3719,Male,8108,RUN ZONE AC,South Africa
9419,50827,N - Group 2,ZA,Velelwa MNTUYEDWA,10:41:09,10:38:10,40-49,574,Female,1311,TEAM VITALITY ATLETIC CLUB GN,South Africa
9420,28101,N - Group 2,ZA,Maleho Eugene MOGAMI,10:41:10,10:37:55,40-49,3720,Male,8109,TEAM VITALITY CLUB CG,South Africa
9421,11924,D - Group 1,ZA,Riaan SLABBERT,10:41:10,10:39:30,40-49,3721,Male,8110,ACTOM ATHLETIC CLUB,South Africa
9422,22446,M - Group 2,ZA,Tembisile VAKELE,10:41:11,10:39:24,40-49,3722,Male,8111,OXFORD STRIDERS,South Africa
9423,7883,H - Group 1,ZA,Moore MAHLOKO,10:41:11,10:36:59,Senior,2688,Male,8112,WATERFALL AC,South Africa
9424,48790,N - Group 2,ZA,Gsakani SUMBANE,10:41:13,10:38:47,40-49,575,Female,1312,UNIVERSITY OF LIMPOPO AC,South Africa
9425,34710,N - Group 2,ZA,Gareth HINRICHSEN,10:41:14,10:38:53,Senior,2689,Male,8113,ROODEPOORT AC,South Africa
9426,13389,H - Group 1,ZA,Odirile MOGAPI,10:41:14,10:37:13,Senior,2690,Male,8114,BLACK DIAMOND AC,South Africa
9427,31602,D - Group 1,ZA,Sipho RADEBE,10:41:16,10:40:30,60-69,217,Male,8115,MEYERTON AC,South Africa
9428,45080,H - Group 1,ZA,Armand STRYDOM,10:41:16,10:36:00,Senior,2691,Male,8116,MEYERTON AC,South Africa
9429,42063,J - Group 1,ZA,Tshepo MOTSIE,10:41:16,10:36:30,Senior,2692,Male,8117,ROODEPOORT AC,South Africa
9430,45146,F - Group 1,ZA,Thabo Leonard MODISHE,10:41:16,10:36:53,40-49,3723,Male,8118,SAPS HEAD OFFICE AC,South Africa
9431,36337,M - Group 2,ZA,Dane ELSON,10:41:17,10:39:00,Senior,2693,Male,8119,SAVAGES AC,South Africa
9432,22645,E - Group 1,ZA,Farai KUNYAVAPA,10:41:18,10:39:41,40-49,3724,Male,8120,RCS GUGULETU AC,South Africa
9433,36509,H - Group 1,ZA,Nhlonipho JALUBANE,10:41:18,10:36:33,Senior,2694,Male,8121,XJ ATHLETICS CLUB,South Africa
9434,38782,M - Group 2,IN,Chayan BHALLA,10:41:19,10:39:23,40-49,3725,Male,8122,MANGALORE RUNNERS CLUB,India
9435,22656,M - Group 2,ZA,Charles MACHABA,10:41:19,10:40:10,Senior,2695,Male,8123,INKAMANA AC,South Africa
9436,56993,H - Group 1,ZA,Eugene EILERS,10:41:19,10:38:27,40-49,3726,Male,8124,SESHENG AC,South Africa
9437,43938,M - Group 2,ZA,Sicelo MABUZA,10:41:19,10:38:48,40-49,3727,Male,8125,TEAM VITALITY CLUB CG,South Africa
9438,9181,G - Group 1,ZA,Mamannye Maradonna Calvin KHULOANA,10:41:19,10:38:47,40-49,3728,Male,8126,TOTAL AC,South Africa
9439,27267,F - Group 1,ZA,Bethuel LEPHALLO,10:41:19,10:38:15,40-49,3729,Male,8127,SUNRISE AC,South Africa
9440,32667,J - Group 1,ZA,Phumzile MALAMBE,10:41:21,10:36:02,40-49,576,Female,1313,GIJIMA NKMAZI AC,South Africa
9441,43000,M - Group 2,ZA,Nikiwe POLO,10:41:22,10:40:42,40-49,577,Female,1314,ASICS AC WP,South Africa
9442,58939,N - Group 2,BR,Rodolpho RANDOW,10:41:22,10:39:01,40-49,3730,Male,8128,ULTRA SPORTS,Brazil
9443,34412,N - Group 2,ZA,Bonita VAN DEN BERG,10:41:25,10:39:00,Senior,560,Female,1315,ASICS AC WP,South Africa
9444,49762,L - Group 2,ZA,Martha WILLIAMS,10:41:25,10:40:30,50-59,154,Female,1316,NANTES AC,South Africa
9445,46727,M - Group 2,ZA,Jomo DLAMINI,10:41:26,10:39:18,40-49,3731,Male,8129,EMPANGENI AC,South Africa
9446,52736,N - Group 2,ZA,Stefanie HOFFMAN,10:41:26,10:38:01,Senior,561,Female,1317,BELLVILLE AC,South Africa
9447,19692,N - Group 2,ZA,Sakhile MHLONGO,10:41:26,10:38:21,40-49,3732,Male,8130,BELLA'S AC,South Africa
9448,7326,N - Group 2,ZA,Karen HAVENGA,10:41:26,10:39:00,50-59,155,Female,1318,VAN DER MERWE & ROBERTSON DURBANVILLE AC,South Africa
9449,26283,F - Group 1,ZA,Thapelo Macks KEKANA,10:41:28,10:38:04,Senior,2696,Male,8131,ZEBEDIELA PROGRESSIVE AC,South Africa
9450,47456,G - Group 1,ZA,David MOGOTLANE,10:41:28,10:38:22,Senior,2697,Male,8132,PIRATES ROAD RUNNING CLUB,South Africa
9451,33427,N - Group 2,ZA,Keneilwe MOLOSI,10:41:28,10:39:24,40-49,578,Female,1319,RUN WALK FOR LIFE NWN,South Africa
9452,16086,L - Group 2,ZA,Hein NIEDINGER,10:41:28,10:40:23,50-59,1480,Male,8133,BLUFF AC,South Africa
9453,16968,G - Group 1,ZA,Wce PHILLIPS,10:41:28,10:38:44,50-59,1481,Male,8134,CORRECTIONAL SERVICES CG,South Africa
9454,31104,G - Group 1,ZA,Matthew VAN ROOYEN,10:41:28,10:38:22,Senior,2698,Male,8135,PIRATES ROAD RUNNING CLUB,South Africa
9455,39237,P - Group 2,ZA,Malesela CHUENE,10:41:28,10:38:16,50-59,1482,Male,8136,POLOKWANE AC,South Africa
9456,46897,G - Group 1,ZA,Khuthadzo MOSES,10:41:29,10:36:20,Senior,2699,Male,8137,MZANSI AC,South Africa
9457,7618,R - Group 2,ZA,Tania VAN ROOYEN,10:41:29,10:37:43,40-49,579,Female,1320,CARBINEERS WP,South Africa
9458,28504,L - Group 2,ZA,Millicent SHAI,10:41:29,10:41:26,50-59,156,Female,1321,RUSTENBURG MARATHON CLUB,South Africa
9459,13773,F - Group 1,ZA,Smanjhe Crouse Special MHLANGA,10:41:30,10:39:08,50-59,1483,Male,8138,CITY OF EKURHULENI AC,South Africa
9460,54452,F - Group 1,ZA,Tebogo TSHABALALA,10:41:30,10:38:54,Senior,2700,Male,8139,TEAM VITALITY CLUB CG,South Africa
9461,25344,J - Group 1,ZW,Langelihle NDLOVU,10:41:30,10:36:02,Senior,562,Female,1322,RIOT RUNNING CLUB ZIM,Zimbabwe
9462,41887,N - Group 2,ZA,Lesiba NGOEPE,10:41:30,10:40:06,50-59,1484,Male,8140,ZERO ONE FIVE RUNNING CLUB,South Africa
9463,5915,N - Group 2,ZA,Ryno VAN ROOYEN,10:41:30,10:39:36,40-49,3733,Male,8141,CARBINEERS WP,South Africa
9464,51771,E - Group 1,ZA,Kwena MASHIANE,10:41:31,10:39:05,40-49,3734,Male,8142,MZANSI AC,South Africa
9465,34403,G - Group 1,BR,Eden FERNANDES RONCADOR,10:41:31,10:37:37,50-59,1485,Male,8143,ZTRACK,Brazil
9466,11055,F - Group 1,ZA,Bryan OCONNOR,10:41:32,10:39:21,40-49,3735,Male,8144,PHOBIANS,South Africa
9467,32979,Q - Group 2,ZA,Pumelani KHUMALO,10:41:32,10:40:41,50-59,1486,Male,8145,CHILLIE RUNNING CLUB KZN,South Africa
9468,48150,N - Group 2,ZA,Memela BABONGILE,10:41:33,10:39:42,40-49,580,Female,1323,PROTEA STRIDERS,South Africa
9469,26545,E - Group 1,BW,Keineetse SALESHANDO,10:41:34,10:39:01,40-49,3736,Male,8146,GABORONE STRIDERS,Botswana
9470,58988,S - Group 2,ZA,Kabelo MANCHIDI,10:41:36,10:39:19,Senior,2701,Male,8147,TMPD AC,South Africa
9471,11507,N - Group 2,ZA,Chayan SINGH,10:41:36,10:38:30,Senior,2702,Male,8148,SAVE ORION AC,South Africa
9472,16288,M - Group 2,ZA,Mark SANDERS,10:41:37,10:41:20,Senior,2703,Male,8149,PIRATES ROAD RUNNING CLUB,South Africa
9473,18437,J - Group 1,ZA,Ravithreen NAIDOO,10:41:38,10:38:10,50-59,1487,Male,8150,CORRECTIONAL SERVICES KZN,South Africa
9474,57033,L - Group 2,NZ,Reinier WEERS,10:41:38,10:39:52,50-59,1488,Male,8151,,New Zealand
9475,38957,M - Group 2,KE,Kenneth WAICHIGO,10:41:39,10:39:14,50-59,1489,Male,8152,URBAN SWARAS,Kenya
9476,56262,P - Group 2,ZA,Claudi KRUGER,10:41:39,10:38:54,40-49,581,Female,1324,BODY CONCEPT ROAD WARRIORS,South Africa
9477,15927,Q - Group 2,ZW,Robert NGORIMA,10:41:40,10:38:38,40-49,3737,Male,8153,,Zimbabwe
9478,57154,N - Group 2,ZA,Kovlan GOVENDER,10:41:40,10:37:49,Senior,2704,Male,8154,HOLLYWOOD AC KZNA,South Africa
9479,15108,E - Group 1,ZA,Thokozani SKOSANA,10:41:41,10:38:43,50-59,1490,Male,8155,FAT CATS AC CG,South Africa
9480,47521,H - Group 1,ZA,Cornelius MOHLAPHUDI,10:41:43,10:38:34,40-49,3738,Male,8156,MEADOWLANDS AC,South Africa
9481,54584,M - Group 2,ZA,Jabulani MTHETHWA,10:41:43,10:39:11,40-49,3739,Male,8157,HOLLYWOOD AC KZNA,South Africa
9482,43654,F - Group 1,ZA,Simon HLATSHWAYO,10:41:45,10:38:55,40-49,3740,Male,8158,NEDBANK CLUB KWA-ZULU NATAL,South Africa
9483,47731,M - Group 2,ZA,Vongani SAMBO,10:41:45,10:40:23,Senior,2705,Male,8159,WATERFALL AC,South Africa
9484,26539,N - Group 2,ZA,Christie BOUCHER,10:41:46,10:38:26,40-49,582,Female,1325,OFCOLACO MC,South Africa
9485,35407,N - Group 2,ZA,Mamsie PHASHA,10:41:47,10:39:56,40-49,583,Female,1326,ROCKY ROAD RUNNERS,South Africa
9486,53736,L - Group 2,ZA,Ntwampe RANGWAGA,10:41:48,10:41:44,50-59,1491,Male,8160,SCAW HARRIERS AC,South Africa
9487,31716,E - Group 1,ZA,Dan MOKOENA,10:41:48,10:39:36,50-59,1492,Male,8161,BENONI NORTHERNS AC,South Africa
9488,16939,F - Group 1,ZM,Hilary SIBANDA,10:41:49,10:39:03,40-49,3741,Male,8162,ADVENTIST ATHLETICS CLUB,Zambia
9489,46022,P - Group 2,BW,Shimah MOLOIGASWE,10:41:51,10:38:30,40-49,3742,Male,8163,UNTAMMED RUNNERS,Botswana
9490,40582,M - Group 2,BW,Onkutlwile MOTLOGELWA,10:41:51,10:40:11,Senior,563,Female,1327,,Botswana
9491,43485,M - Group 2,ZA,Riaan MYBURGH,10:41:52,10:38:54,Senior,2706,Male,8164,BLOEMFONTEIN STRIDERS,South Africa
9492,30842,N - Group 2,ZA,Sonja LE ROUX,10:41:52,10:41:18,40-49,584,Female,1328,BOTHAVILLE MARATHON KLUB,South Africa
9493,44124,M - Group 2,ZA,Dominique MUNNIK,10:41:52,10:41:14,Senior,564,Female,1329,BLUFF AC,South Africa
9494,43341,M - Group 2,ZA,James MUNNIK,10:41:52,10:41:15,40-49,3743,Male,8165,BLUFF AC,South Africa
9495,59491,G - Group 1,ZA,Veli MSWELI,10:41:53,10:38:27,50-59,1493,Male,8166,MARITZBURG CITY AC,South Africa
9496,44278,M - Group 2,ZA,Calvin GOVENDER,10:41:55,10:41:42,40-49,3744,Male,8167,TEAM VITALITY ATLETIC CLUB GN,South Africa
9497,34426,E - Group 1,MD,Vladimir GAIDUC,10:41:55,10:39:49,Senior,2707,Male,8168,VIENNA RUNNING COLLECTIVE,Moldova (the Republic of)
9498,57363,M - Group 2,ZW,Daniel MYERS,10:41:55,10:40:43,50-59,1494,Male,8169,HAC,Zimbabwe
9499,34790,N - Group 2,ZA,Cannuel NTINI,10:41:57,10:39:08,Senior,2708,Male,8170,CITY OF MBOMBELA MARATHON CLUB,South Africa
9500,42688,H - Group 1,ZW,Mirirai MUTSEYEKWA,10:41:57,10:38:08,40-49,3745,Male,8171,STRIDERS HARARE,Zimbabwe
9501,38602,F - Group 1,ZA,Hlulani SHIVAMBU,10:41:57,10:38:47,Senior,2709,Male,8172,PMC ATHLETIC CLUB,South Africa
9502,5595,H - Group 1,GB,Ian LAUDER,10:41:58,10:36:27,40-49,3746,Male,8173,,United Kingdom
9503,23500,G - Group 1,ZA,Fana PHAKATHI,10:41:58,10:37:52,40-49,3747,Male,8174,KWAXIMBA ATHLETICS CLUB,South Africa
9504,52493,Q - Group 2,ZA,Candyce LOUBSER,10:41:58,10:37:03,Senior,565,Female,1330,MIDSTREAM ATHLETICS CLUB,South Africa
9505,7046,S - Group 2,ZA,Abrham MAHLANGO,10:41:58,10:40:46,60-69,218,Male,8175,ESKOM AC MPU,South Africa
9506,58971,J - Group 1,ZA,Mmakoma MOFOKENG,10:41:59,10:36:47,Senior,566,Female,1331,TOP RUNNERS AC,South Africa
9507,47006,M - Group 2,ZA,Lutando MVOVO,10:41:59,10:41:49,40-49,3748,Male,8176,VODACOM  YEBO STRIDERS CG,South Africa
9508,56390,G - Group 1,ZA,Faan VAN DER LINDE,10:42:00,10:38:04,40-49,3749,Male,8177,RUN WALK FOR LIFE NWN,South Africa
9509,57598,H - Group 1,ZA,Njabulo NTOMBELA,10:42:03,10:36:59,40-49,3750,Male,8178,TEAM VITALITY CLUB KZN,South Africa
9510,53218,H - Group 1,GB,Mark GLEESON,10:42:03,10:37:54,Senior,2710,Male,8179,,United Kingdom
9511,43636,H - Group 1,BR,Zilma RODRIGUES DA SILVA,10:42:03,10:36:57,50-59,157,Female,1332,BRASIL,Brazil
9512,18643,E - Group 1,ZA,Christo MULLER,10:42:03,10:40:45,50-59,1495,Male,8180,ORANIA ATLETIEKKLUB,South Africa
9513,13475,J - Group 1,ZA,Stefan STEYNBERG,10:42:04,10:36:49,40-49,3751,Male,8181,NEDBANK RUNNING CLUB EC,South Africa
9514,37137,J - Group 1,ZA,Charles MNISI,10:42:04,10:38:09,50-59,1496,Male,8182,ZWAKALA AC,South Africa
9515,59995,M - Group 2,ZA,Buhle MCHUNU,10:42:05,10:39:21,Senior,2711,Male,8183,COLLEGIANS HARRIERS,South Africa
9516,34817,H - Group 1,ZA,Gielie LOOTS,10:42:05,10:39:11,60-69,219,Male,8184,KATHU ROAD RUNNERS,South Africa
9517,33671,H - Group 1,ZA,Loneldia DRAŠNAR,10:42:06,10:38:49,40-49,585,Female,1333,NEDBANK RUNNING CLUB GN,South Africa
9518,8645,M - Group 2,ZA,Pinky MDASHE,10:42:07,10:42:05,Senior,567,Female,1334,ITHEMBA ATHLETIC CLUB,South Africa
9519,33460,E - Group 1,ZA,Mashudu Thomas MUNYAI,10:42:08,10:40:11,Senior,2712,Male,8185,DISHABA AC,South Africa
9520,24371,E - Group 1,ZA,Zola NTSHELE,10:42:09,10:40:16,50-59,1497,Male,8186,SAPS KZN AC,South Africa
9521,59904,G - Group 1,ZA,Hodisang MATLADI,10:42:09,10:38:18,Senior,2713,Male,8187,TEAM VITALITY CLUB CG,South Africa
9522,56694,G - Group 1,ZA,Walter MAKATU,10:42:10,10:38:03,40-49,3752,Male,8188,SOWETO CABAL AC,South Africa
9523,32851,F - Group 1,ZA,Elias BEREDA,10:42:10,10:39:22,50-59,1498,Male,8189,TEAM VITALITY CLUB CG,South Africa
9524,31961,H - Group 1,ZA,Sifiso KHUMALO,10:42:11,10:38:56,Senior,2714,Male,8190,DEPARTMENT OF PUBLIC WORKS ATHLETICS CLUB,South Africa
9525,48509,H - Group 1,ZA,Syabonga GWAMANDA,10:42:12,10:38:36,Senior,2715,Male,8191,HOLLYWOOD AC KZNA,South Africa
9526,51374,H - Group 1,ZA,Michael MOSESELANE,10:42:12,10:36:38,50-59,1499,Male,8192,HOWICK AC,South Africa
9527,57785,M - Group 2,ZA,Roger GLOVER,10:42:13,10:39:51,50-59,1500,Male,8193,RAND AC,South Africa
9528,24810,H - Group 1,ZW,Tendai Victor BANGO,10:42:13,10:39:15,40-49,3753,Male,8194,HARARE ATHLETIC CLUB,Zimbabwe
9529,24009,G - Group 1,ZA,Daniel NGWENYA,10:42:13,10:38:47,60-69,220,Male,8195,RAINBOW RUNNING CLUB,South Africa
9530,15500,L - Group 2,ZA,Esther VAN DER MERWE,10:42:13,10:41:50,50-59,158,Female,1335,TEAM VITALITY CLUB KZN,South Africa
9531,57890,M - Group 2,ZA,Joanna SKELTON,10:42:14,10:39:59,40-49,586,Female,1336,DURBAN HIGH SCHOOL OLD BOYS AC,South Africa
9532,43660,K - Group 2,BR,Gracco LOPES,10:42:14,10:42:08,50-59,1501,Male,8196,BRANCA ESPORTES,Brazil
9533,10022,F - Group 1,ZA,Nigel ORMOND,10:42:15,10:39:52,50-59,1502,Male,8197,FISH HOEK AC,South Africa
9534,29887,E - Group 1,ZA,Mongezi BUBU,10:42:15,10:40:31,Senior,2716,Male,8198,EXCESOR ATHLETICS SPORTS CLUB,South Africa
9535,59512,L - Group 2,ZA,Jacob MOTLHOARE,10:42:17,10:41:54,50-59,1503,Male,8199,TLOKWE AC,South Africa
9536,25890,J - Group 1,ZA,Sifiso NENE,10:42:17,10:37:42,40-49,3754,Male,8200,CORRECTIONAL SERVICES GN (DEPT OF CORR SRVICES PRETORIA),South Africa
9537,49815,H - Group 1,ZA,Lebogang MOROKA,10:42:17,10:38:23,40-49,3755,Male,8201,ALL ATHLETES UNITED,South Africa
9538,50403,B - Group 1,ZA,Timothy RAMOKOKA,10:42:17,10:42:09,Senior,2717,Male,8202,TEAM VITALITY AC WP,South Africa
9539,23319,N - Group 2,ZA,Quinton STEYN,10:42:18,10:39:20,Senior,2718,Male,8203,ACTOM ATHLETIC CLUB,South Africa
9540,39488,G - Group 1,BR,Robison FELICIANO ROCHA,10:42:18,10:42:18,50-59,1504,Male,8204,ULTRA SPORTS,Brazil
9541,52273,H - Group 1,ZA,Zakhele MDLALOSE,10:42:19,10:38:35,50-59,1505,Male,8205,TEAM VITALITY CLUB CG,South Africa
9542,8614,J - Group 1,ZA,Tshepo KHAME,10:42:20,10:37:42,40-49,3756,Male,8206,EXXARO AC GN,South Africa
9543,6598,H - Group 1,ZA,Queen ZIPHETHE,10:42:20,10:38:52,40-49,587,Female,1337,TEAM VITALITY ATLETIC CLUB GN,South Africa
9544,33951,H - Group 1,ZA,Brian MICHAELS,10:42:20,10:38:34,50-59,1506,Male,8207,ROCKY ROAD RUNNERS,South Africa
9545,46862,G - Group 1,ZA,Letebele Daniel MARUATLE,10:42:20,10:37:51,Senior,2719,Male,8208,WATERFALL AC,South Africa
9546,8865,G - Group 1,ZA,Neville KHOZA,10:42:21,10:39:15,Senior,2720,Male,8209,FAT CATS AC CG,South Africa
9547,29936,G - Group 1,ZA,Advice Tsundzukani NGOBENI,10:42:21,10:39:17,Senior,2721,Male,8210,ABI AC,South Africa
9548,13086,N - Group 2,ZA,Pieter Renier VAN SCHALKWYK,10:42:22,10:40:03,Senior,2722,Male,8211,NEDBANK RUNNING CLUB WP,South Africa
9549,56110,H - Group 1,ZA,Justine WESSELS,10:42:23,10:38:24,40-49,588,Female,1338,WILD RUNNER WP,South Africa
9550,31389,N - Group 2,IN,Sadiya SAYYAD,10:42:23,10:41:38,Senior,568,Female,1339,,India
9551,11953,M - Group 2,ZA,Caswell MARIPANE,10:42:24,10:42:11,40-49,3757,Male,8212,MANONG AC,South Africa
9552,38882,J - Group 1,ZA,Rhulani MAKHUBELE,10:42:25,10:37:21,40-49,3758,Male,8213,RESBANK AC GN,South Africa
9553,32201,Q - Group 2,ZA,Batsheva Channa BRAND,10:42:25,10:38:36,Senior,569,Female,1340,OLD EDWARDIAN AC,South Africa
9554,11039,N - Group 2,ZA,Calvin ERLANK,10:42:25,10:39:13,Senior,2723,Male,8214,TEAM VITALITY ATLETIC CLUB GN,South Africa
9555,12684,D - Group 1,ZA,Richelle RANKIN,10:42:25,10:40:48,40-49,589,Female,1341,RANDBURG HARRIERS,South Africa
9556,14644,G - Group 1,ZA,Thobani NCOBENI,10:42:25,10:40:28,Senior,2724,Male,8215,CHILLIE RUNNING CLUB WP,South Africa
9557,37879,F - Group 1,ZA,Philani SHANGASE,10:42:26,10:39:06,40-49,3759,Male,8216,CHILLIE RUNNING CLUB KZN,South Africa
9558,56094,G - Group 1,ZA,Sboniso BHUNGANE,10:42:26,10:38:54,Senior,2725,Male,8217,XCEL RUNNING CLUB,South Africa
9559,55847,P - Group 2,GB,Jeremy BENNETT,10:42:27,10:39:10,50-59,1507,Male,8218,,United Kingdom
9560,15585,E - Group 1,ZA,Bulelani SINDI,10:42:27,10:40:25,50-59,1508,Male,8219,ADVENTISTS AC WP,South Africa
9561,36722,G - Group 1,ZA,Mariska ERASMUS,10:42:27,10:39:32,Senior,570,Female,1342,WHALERS AC,South Africa
9562,15847,L - Group 2,ZA,Bradley NAIDOO,10:42:27,10:41:42,Senior,2726,Male,8220,STELLA AC,South Africa
9563,18001,Q - Group 2,ZW,Silibele NCUBE,10:42:27,10:40:05,40-49,590,Female,1343,DIEPSLOOT AC,Zimbabwe
9564,13745,J - Group 1,ZA,Mfundo DLAMINI,10:42:27,10:36:53,40-49,3760,Male,8221,GIJIMA NKMAZI AC,South Africa
9565,32012,M - Group 2,ZA,Kevin SMART,10:42:28,10:41:08,50-59,1509,Male,8222,RUNNING KIN CLUB,South Africa
9566,21650,P - Group 2,ZA,Hany HLUNGWANI,10:42:29,10:40:56,40-49,3761,Male,8223,RESBANK AC GN,South Africa
9567,19848,K - Group 2,BR,Ilza MACHADO,10:42:29,10:42:26,40-49,591,Female,1344,BRANCA ESPORTES,Brazil
9568,28253,H - Group 1,ZA,Janine PARKER,10:42:30,10:37:22,Senior,571,Female,1345,HILLCREST VILLAGERS AC,South Africa
9569,21320,N - Group 2,ZA,Martin VAN DER MERWE,10:42:31,10:41:06,40-49,3762,Male,8224,RIVERSIDE HARRIERS,South Africa
9570,53526,E - Group 1,XX,Leonid BARYSHEV,10:42:31,10:40:55,50-59,1510,Male,8225,,ANA
9571,24012,H - Group 1,BW,Oarabile Calvin MOLEFE,10:42:31,10:37:57,Senior,2727,Male,8226,GABORONE STRIDERS,Botswana
9572,24862,F - Group 1,ZA,Andrew Lekgowanyama LEDWABA,10:42:31,10:39:53,50-59,1511,Male,8227,RESBANK AC GN,South Africa
9573,30224,F - Group 1,ZA,Mcebo VILAKATI,10:42:32,10:40:01,50-59,1512,Male,8228,URITHI AC,South Africa
9574,56318,J - Group 1,ZA,Manelisi SHUMANE,10:42:32,10:38:42,50-59,1513,Male,8229,ARMSCOR AC,South Africa
9575,24389,H - Group 1,DE,Markus LATZ,10:42:33,10:37:31,40-49,3763,Male,8230,,Germany
9576,9468,H - Group 1,ZA,Thandeka KAWENG,10:42:33,10:37:52,40-49,592,Female,1346,RUNNERS OF HOPE,South Africa
9577,11963,H - Group 1,ZA,Lindani Innocent RADEBE,10:42:34,10:37:59,40-49,3764,Male,8231,TEAM VITALITY CLUB CG,South Africa
9578,41855,M - Group 2,ZA,Buyiswa MATYESHA-MAFUNA,10:42:34,10:42:08,40-49,593,Female,1347,LWANDLE AC,South Africa
9579,8719,G - Group 1,ZA,Lindelani MAKWARELA,10:42:35,10:39:36,40-49,3765,Male,8232,TEAM VITALITY ATLETIC CLUB GN,South Africa
9580,27908,E - Group 1,ZA,Kholwani MLONYENI,10:42:35,10:40:33,40-49,3766,Male,8233,ADVENTIST AC BOR,South Africa
9581,14687,N - Group 2,ZA,Kefilwe Hellen MALOBA,10:42:35,10:39:23,Senior,572,Female,1348,ATTERIDGEVILLE AC,South Africa
9582,34161,H - Group 1,ZA,Campbell SMITH,10:42:35,10:37:33,40-49,3767,Male,8234,BISHOPS RUNNING CLUB,South Africa
9583,12551,N - Group 2,IN,Rita Satish PATKAR,10:42:35,10:40:52,60-69,24,Female,1349,SOLO RUNNER,India
9584,57772,G - Group 1,ZA,Sikhumbule MATAMO,10:42:36,10:39:29,Senior,2728,Male,8235,SOUTH AFRICAN POLICE SERVICE WP,South Africa
9585,38807,G - Group 1,ZA,Paul KOLODI,10:42:38,10:39:48,50-59,1514,Male,8236,CORRECTIONAL SERVICES GN (DEPT OF CORR SRVICES PRETORIA),South Africa
9586,42981,H - Group 1,ZA,Teresa-Ann RUSTER,10:42:38,10:37:37,Senior,573,Female,1350,CLUB MYKONOS MULTISPORT,South Africa
9587,55746,N - Group 2,ZA,Lyndon EDWARDS,10:42:39,10:39:43,40-49,3768,Male,8237,LINDIN RUNNER,South Africa
9588,37943,J - Group 1,ZA,Dereck NOWELL,10:42:40,10:37:18,40-49,3769,Male,8238,RUN WALK FOR LIFE GN,South Africa
9589,33995,G - Group 1,ZA,Katlego LOSABE,10:42:41,10:39:59,Senior,2729,Male,8239,CENTRE CITY TITANIUMS AC,South Africa
9590,41021,G - Group 1,ZA,Rankotsana MAHOPO,10:42:41,10:38:48,40-49,3770,Male,8240,RAND WATER AC,South Africa
9591,24016,E - Group 1,ZA,Thabo MATABOGE,10:42:41,10:41:28,40-49,3771,Male,8241,BANKSERVAFRICA AC,South Africa
9592,42731,M - Group 2,ZA,Siyanda MNCUBE,10:42:42,10:40:17,Senior,2730,Male,8242,VRYHEID AC,South Africa
9593,48962,F - Group 1,ZA,Mpho BASITERE,10:42:42,10:39:14,40-49,3772,Male,8243,FARANANI ATLETICS CLUB,South Africa
9594,5705,M - Group 2,ZA,Thabo MOLOI,10:42:43,10:40:25,50-59,1515,Male,8244,HARRISMITH MARATHON CLUB,South Africa
9595,18281,N - Group 2,ZA,John PETERS,10:42:43,10:39:24,50-59,1516,Male,8245,WEST COAST AC,South Africa
9596,24246,H - Group 1,ZA,Melikhaya VOYIYA,10:42:43,10:38:57,50-59,1517,Male,8246,SAPS STRIDERS (BORDER),South Africa
9597,43854,H - Group 1,ZA,Sipho NODLIWA,10:42:44,10:38:15,Senior,2731,Male,8247,WEST COAST AC,South Africa
9598,12080,G - Group 1,ZA,Rirhandzu RHANGANE,10:42:44,10:39:38,50-59,1518,Male,8248,RAND WATER AC,South Africa
9599,45411,H - Group 1,BR,Felipe FLORENCIO JORDÃO,10:42:45,10:37:43,Senior,2732,Male,8249,,Brazil
